SK_ID_CURR,TARGET
100001,0.024718141
100005,0.08550622
100013,0.018262701
100028,0.020722415
100038,0.20034148
100042,0.044652544
100057,0.037619863
100065,0.017952679
100066,0.006634315
100067,0.11894651
100074,0.061537825
100090,0.019545022
100091,0.13856955
100092,0.07726761
100106,0.038663145
100107,0.15704067
100109,0.024535803
100117,0.014679392
100128,0.15413557
100141,0.016011445
100150,0.013783976
100168,0.016306937
100169,0.059348974
100170,0.028839514
100171,0.034042433
100172,0.09510837
100184,0.060991183
100187,0.033885356
100212,0.06347376
100222,0.0409574
100223,0.0059231184
100232,0.019257931
100241,0.17232676
100245,0.038202804
100253,0.23165205
100256,0.03330149
100271,0.010067113
100278,0.16320203
100280,0.010787294
100306,0.20688435
100311,0.077671394
100312,0.030593878
100330,0.090156324
100331,0.030598184
100352,0.06654847
100358,0.032874033
100367,0.010558716
100382,0.10540115
100384,0.10373101
100385,0.057895973
100386,0.19464141
100399,0.018143747
100404,0.14235508
100416,0.019653438
100422,0.10146489
100426,0.028001208
100438,0.018803772
100444,0.085667536
100445,0.2089754
100446,0.10415523
100447,0.033239186
100450,0.062334336
100466,0.014195009
100483,0.028135069
100484,0.014380632
100494,0.043889455
100510,0.12010527
100512,0.023176339
100517,0.031039083
100548,0.038169667
100551,0.034897376
100552,0.04604163
100553,0.031958748
100561,0.061826568
100568,0.65910816
100569,0.030576797
100591,0.06878897
100592,0.023287818
100602,0.061198696
100607,0.026448831
100613,0.046997957
100617,0.35601652
100618,0.2184013
100622,0.016655283
100625,0.12472449
100677,0.11738029
100699,0.032350566
100702,0.19157213
100711,0.082438014
100729,0.12760398
100740,0.42115062
100744,0.22953977
100745,0.06984138
100747,0.0329053
100751,0.21103625
100752,0.031217
100753,0.21564686
100754,0.065345205
100760,0.033187058
100762,0.039034694
100763,0.054802075
100765,0.006383828
100770,0.18674849
100772,0.008636312
100777,0.04111211
100791,0.019099724
100792,0.014278148
100797,0.027844151
100823,0.029553693
100826,0.024846824
100830,0.021267522
100836,0.3061091
100872,0.06199472
100910,0.028296055
100913,0.26761284
100918,0.03349099
100931,0.010230363
100952,0.025179386
100953,0.08566019
100965,0.11032422
100970,0.024826631
100982,0.109657705
100983,0.16208225
100984,0.045208678
100987,0.03649146
100997,0.04942322
100998,0.19616553
101002,0.025317658
101005,0.10632975
101008,0.16374859
101020,0.054580953
101021,0.030980451
101024,0.07080823
101025,0.0760035
101026,0.114272326
101031,0.009743891
101041,0.027303228
101051,0.010711913
101055,0.12556374
101056,0.15538792
101057,0.031922143
101064,0.023994785
101079,0.045747705
101087,0.02467447
101090,0.0355442
101092,0.15747046
101097,0.11473899
101099,0.0236083
101107,0.029579908
101118,0.054957457
101125,0.047079407
101126,0.02633753
101128,0.014748035
101136,0.08918832
101140,0.10209931
101149,0.24559318
101160,0.04353904
101169,0.23291756
101181,0.06998605
101186,0.029827103
101190,0.24622771
101193,0.093186624
101194,0.096930265
101198,0.1098602
101200,0.023760647
101204,0.014720527
101211,0.0355836
101213,0.058536053
101223,0.042437747
101225,0.055683997
101237,0.14328839
101243,0.04283062
101244,0.19225778
101258,0.0541258
101259,0.16200489
101268,0.10172254
101269,0.01522065
101271,0.086424775
101279,0.035269417
101281,0.1308771
101287,0.056154113
101292,0.06977591
101294,0.017613389
101296,0.12839393
101297,0.014920353
101299,0.08019874
101301,0.03738253
101305,0.12066577
101308,0.21456875
101318,0.010964747
101327,0.380527
101329,0.011145348
101332,0.05088933
101337,0.048147324
101343,0.039594773
101345,0.011011691
101346,0.017426949
101353,0.029088818
101354,0.08039289
101355,0.33596843
101356,0.014526444
101362,0.028778668
101363,0.16611785
101365,0.028861191
101366,0.11174531
101367,0.11292018
101368,0.014359931
101374,0.2232848
101380,0.020033222
101383,0.022637922
101398,0.020218628
101399,0.2584037
101401,0.08984715
101412,0.05241804
101426,0.01997238
101427,0.48195893
101428,0.3132725
101429,0.20201196
101434,0.026993522
101440,0.09635833
101448,0.07367832
101449,0.03347559
101465,0.03646571
101467,0.026552461
101472,0.024072444
101478,0.11429284
101497,0.08150086
101504,0.065938294
101547,0.01367871
101548,0.23526935
101555,0.36727515
101570,0.026667912
101572,0.109865084
101578,0.039351515
101580,0.06303834
101588,0.13004732
101602,0.018206988
101610,0.2859123
101614,0.056387156
101616,0.018063512
101643,0.06106145
101644,0.033685062
101649,0.048740383
101650,0.09317331
101665,0.013601603
101667,0.09600095
101669,0.124207266
101674,0.053221405
101675,0.013103149
101678,0.08494756
101682,0.04520952
101686,0.054648723
101697,0.17272215
101700,0.42426705
101711,0.025121078
101714,0.093882225
101715,0.3272332
101728,0.01834651
101732,0.0358514
101757,0.2711463
101758,0.01258953
101759,0.06730251
101762,0.008517032
101764,0.07568744
101780,0.59829515
101784,0.011681471
101789,0.01767084
101816,0.14617774
101819,0.033651583
101827,0.017634176
101863,0.044587713
101867,0.021009449
101870,0.013597177
101873,0.12694052
101878,0.16752318
101879,0.027713384
