SK_ID_CURR,TARGET
100001,0.06385707
100005,0.14578019
100013,0.036642652
100028,0.038559828
100038,0.13861768
100042,0.041814115
100057,0.018288594
100065,0.038749382
100066,0.013638561
100067,0.0839217
100074,0.08814165
100090,0.06667515
100091,0.16556466
100092,0.07061829
100106,0.088438675
100107,0.12376425
100109,0.058400515
100117,0.026147347
100128,0.065210804
100141,0.039891522
100150,0.016160937
100168,0.01660525
100169,0.036411174
100170,0.077649444
100171,0.069837
100172,0.11122721
100184,0.069729514
100187,0.04410787
100212,0.07151085
100222,0.055476137
100223,0.028743764
100232,0.024324961
100241,0.20948923
100245,0.027263684
100253,0.01905647
100256,0.05528964
100271,0.013001281
100278,0.24961965
100280,0.008644076
100306,0.16985126
100311,0.18984391
100312,0.017424613
100330,0.13064411
100331,0.03722349
100352,0.11363628
100358,0.07617767
100367,0.03609296
100382,0.16856484
100384,0.06205896
100385,0.08962419
100386,0.043642096
100399,0.026471894
100404,0.07458752
100416,0.018617358
100422,0.10073676
100426,0.02814884
100438,0.052202195
100444,0.0955866
100445,0.20156078
100446,0.06269919
100447,0.0198547
100450,0.04363949
100466,0.015551975
100483,0.028056443
100484,0.028427795
100494,0.07401013
100510,0.19258235
100512,0.014807303
100517,0.034575194
100548,0.029026583
100551,0.034595452
100552,0.083339594
100553,0.01898058
100561,0.09116644
100568,0.50743484
100569,0.045096725
100591,0.06711684
100592,0.024209885
100602,0.09939397
100607,0.059747506
100613,0.06907194
100617,0.1317579
100618,0.08112977
100622,0.059790764
100625,0.1549257
100677,0.1499695
100699,0.040079203
100702,0.3943821
100711,0.08295058
100729,0.12677996
100740,0.23375952
100744,0.18098426
100745,0.04782743
100747,0.090271674
100751,0.36275408
100752,0.05123093
100753,0.24683341
100754,0.183332
100760,0.06068453
100762,0.09685128
100763,0.042492896
100765,0.016704218
100770,0.06405736
100772,0.012520955
100777,0.027260672
100791,0.020309195
100792,0.009469213
100797,0.021690108
100823,0.031924397
100826,0.033899143
100830,0.041855585
100836,0.32426494
100872,0.1094319
100910,0.05544279
100913,0.10488413
100918,0.050099164
100931,0.017021956
100952,0.046783518
100953,0.042764984
100965,0.21131396
100970,0.040655334
100982,0.12149689
100983,0.29678875
100984,0.047480416
100987,0.059710793
100997,0.04685504
100998,0.1434896
101002,0.07718203
101005,0.15759379
101008,0.27172637
101020,0.0757173
101021,0.03345971
101024,0.06314263
101025,0.15358661
101026,0.042301778
101031,0.03337264
101041,0.017380036
101051,0.012669381
101055,0.076044716
101056,0.32049242
101057,0.034344327
101064,0.01999832
101079,0.110211745
101087,0.02904941
101090,0.030913765
101092,0.09096874
101097,0.11747643
101099,0.015550442
101107,0.1158305
101118,0.09109491
101125,0.05970415
101126,0.016197316
101128,0.018481271
101136,0.05092456
101140,0.20958349
101149,0.15941855
101160,0.08076414
101169,0.20077807
101181,0.031469915
101186,0.028194454
101190,0.10367888
101193,0.08649258
101194,0.17519815
101198,0.18255946
101200,0.025018144
101204,0.021022288
101211,0.0568302
101213,0.08968266
101223,0.03298876
101225,0.10333245
101237,0.09923309
101243,0.06372997
101244,0.09819977
101258,0.035617474
