SK_ID_CURR,TARGET
100001,0.0032327888
100005,0.0035716952
100013,0.0016352113
100028,0.0075359666
100038,0.01279715
100042,0.0046588895
100057,0.003963473
100065,0.00816272
100066,0.000847703
100067,0.018516764
100074,0.013613898
100090,0.01103397
100091,0.010151837
100092,0.006668034
100106,0.0051690675
100107,0.008550424
100109,0.009207182
100117,0.0025094815
100128,0.014108201
100141,0.0032817302
100150,0.0020312762
100168,0.0021011222
100169,0.004648606
100170,0.0058721653
100171,0.0038332082
100172,0.004639877
100184,0.0055752704
100187,0.0032842704
100212,0.008477736
100222,0.010284665
100223,0.0010053752
100232,0.0044047902
100241,0.061886303
100245,0.0029671323
100253,0.0022119463
100256,0.005727593
100271,0.002361691
100278,0.016472246
100280,0.0010355642
100306,0.025010023
100311,0.03598386
100312,0.0033763894
100330,0.027831962
100331,0.004193754
100352,0.0065359264
100358,0.004411294
100367,0.0011913572
100382,0.04403281
100384,0.011604387
100385,0.005064372
100386,0.012778856
100399,0.0012398355
100404,0.0033664638
100416,0.0039352803
100422,0.0064889486
100426,0.0020154668
100438,0.002526191
100444,0.015404808
100445,0.011343822
100446,0.017287591
100447,0.006836408
100450,0.006063873
100466,0.004244474
100483,0.0058240937
100484,0.0017302855
100494,0.0070961993
100510,0.015660055
100512,0.0033290123
100517,0.00188446
100548,0.004038363
100551,0.00743437
100552,0.0068880585
100553,0.0026286445
100561,0.01155426
100568,0.10809355
100569,0.0032103139
100591,0.01140796
100592,0.0031199136
100602,0.005830304
100607,0.005517591
100613,0.00810622
100617,0.03301726
100618,0.016312124
100622,0.0009643675
100625,0.013516709
100677,0.014663407
100699,0.009609243
100702,0.07576827
100711,0.008930924
100729,0.012458491
100740,0.03665384
100744,0.038021427
100745,0.0041777445
100747,0.006848897
100751,0.07935176
100752,0.006934063
100753,0.06918851
100754,0.014169382
100760,0.0048736646
100762,0.0073619774
100763,0.004746326
100765,0.0028748945
100770,0.023734823
100772,0.0026835864
100777,0.0052305358
100791,0.0022743412
100792,0.0030397596
100797,0.002604259
100823,0.0015925484
100826,0.0024648143
100830,0.0036189728
100836,0.06256651
100872,0.012553577
100910,0.0026853355
100913,0.021708008
100918,0.007713215
100931,0.00051480695
100952,0.0038311023
100953,0.0032015366
100965,0.023712736
100970,0.002930777
100982,0.0076776072
100983,0.11583903
100984,0.004298637
100987,0.0040644766
100997,0.011631519
100998,0.02530272
101002,0.005648943
101005,0.006908335
101008,0.020663008
101020,0.006889432
101021,0.0024815118
101024,0.008951633
101025,0.014756582
101026,0.0031943547
101031,0.0013134598
101041,0.0028632581
101051,0.0010917401
101055,0.014723163
101056,0.029706342
101057,0.0022911625
101064,0.0017000651
101079,0.019185135
101087,0.002748521
101090,0.0031262897
101092,0.010778689
101097,0.010116454
101099,0.001567085
101107,0.017956596
101118,0.0074568065
101125,0.010038537
101126,0.00088168256
101128,0.0013887322
101136,0.013829835
101140,0.019526158
101149,0.01746907
101160,0.007381133
101169,0.025013104
101181,0.0036031494
101186,0.004519355
101190,0.013397437
101193,0.0059433426
101194,0.012897536
101198,0.015991706
101200,0.004349849
101204,0.0047546653
101211,0.0050498927
101213,0.012680145
101223,0.003926188
101225,0.0063952403
101237,0.01232992
101243,0.007643324
101244,0.013692149
101258,0.004113825
101259,0.02762821
101268,0.014097168
101269,0.002945437
101271,0.009370565
101279,0.008078379
101281,0.0073556416
101287,0.0024954719
101292,0.004021731
101294,0.0061273095
101296,0.014577852
101297,0.0026469547
101299,0.005285303
101301,0.0071221264
101305,0.010506943
101308,0.033993542
101318,0.0016080216
101327,0.022745712
101329,0.0031469874
101332,0.004291852
101337,0.002454195
101343,0.0029848048
101345,0.0015063953
101346,0.0020381536
101353,0.0027690884
101354,0.012439785
101355,0.02054049
101356,0.0015276697
101362,0.003033301
101363,0.05917055
101365,0.002753127
101366,0.0067001465
101367,0.019368688
101368,0.0013543165
101374,0.019863894
101380,0.0015295452
101383,0.0019282677
101398,0.002348031
101399,0.032590747
101401,0.01779286
101412,0.015600165
101426,0.0024521437
101427,0.04533816
101428,0.022888357
101429,0.011487045
101434,0.0075365943
101440,0.010349831
101448,0.011573086
101449,0.005583739
101465,0.0072417157
101467,0.0027022953
101472,0.0076531675
101478,0.006108976
101497,0.008791865
101504,0.008166624
101547,0.0013152073
101548,0.018978512
101555,0.014140655
101570,0.0026692662
101572,0.016461372
101578,0.008918356
101580,0.044746004
101588,0.024997925
101602,0.0031076742
101610,0.012072186
101614,0.010172836
101616,0.004026339
101643,0.008572904
101644,0.0027463015
101649,0.010537177
101650,0.010715047
101665,0.00203821
101667,0.010531069
101669,0.010017533
101674,0.009498647
101675,0.0030953444
101678,0.015369851
101682,0.008335526
101686,0.009264997
101697,0.019031078
101700,0.036077086
101711,0.0027555055
101714,0.0020768612
101715,0.052354828
101728,0.004079399
101732,0.006587696
101757,0.009049588
101758,0.0010979647
101759,0.005396839
101762,0.0030905087
101764,0.0076029263
101780,0.014404666
101784,0.0007571075
101789,0.00166813
101816,0.011316762
101819,0.002699784
101827,0.0009964838
101863,0.008802409
101867,0.0061827004
101870,0.0010364802
101873,0.0406392
101878,0.03328606
101879,0.0041788314
101880,0.0010480119
101887,0.0045124823
101897,0.0026885108
101901,0.009244491
101903,0.02301275
101920,0.0019312074
101921,0.003231993
101922,0.012934327
101961,0.01853041
101962,0.0046431283
101971,0.007356032
101976,0.04050767
102002,0.008873615
102005,0.003507766
102007,0.081419095
102017,0.001819717
102019,0.032148995
102029,0.0013734094
102051,0.015553501
102052,0.00065351435
102054,0.0010475343
102062,0.0039664856
102067,0.010564501
102068,0.0035512957
102070,0.006591417
102090,0.0030701405
102092,0.0073925867
102099,0.007697169
102100,0.0051960927
102112,0.008366077
102113,0.0039221733
102122,0.011515821
102123,0.0027331326
102125,0.007546241
102126,0.011827262
102146,0.0046525346
102147,0.013664064
102151,0.008148214
102158,0.016824339
102159,0.003674516
102162,0.012414498
102165,0.0015327886
102166,0.0023562293
