SK_ID_CURR,TARGET
100001,0.0046613887
100005,0.009838901
100013,0.0016167546
100028,0.0032056572
100038,0.013643411
100042,0.004330279
100057,0.002262865
100065,0.0049622143
100066,0.001179206
100067,0.009775033
100074,0.008334304
100090,0.005742768
100091,0.017716497
100092,0.014562084
100106,0.005539933
100107,0.015904898
100109,0.007787493
100117,0.00222192
100128,0.009008314
100141,0.0030364492
100150,0.0012325082
100168,0.0011043577
100169,0.0037430231
100170,0.006252804
100171,0.006245001
100172,0.012129708
100184,0.0095648
100187,0.010499628
100212,0.006358583
100222,0.00591752
100223,0.002305882
100232,0.0036435814
100241,0.036562596
100245,0.002187654
100253,0.003256589
100256,0.007884835
100271,0.0011551247
100278,0.020979999
100280,0.00085948926
100306,0.020149108
100311,0.019083636
100312,0.0012743027
100330,0.023642773
100331,0.0051307124
100352,0.014407882
100358,0.010368299
100367,0.0024552927
100382,0.01949885
100384,0.005906103
100385,0.00688845
100386,0.0075017894
100399,0.0031412141
100404,0.010989575
100416,0.002554239
100422,0.0075955684
100426,0.003956076
100438,0.005852293
100444,0.010879742
100445,0.021599678
100446,0.009831713
100447,0.002142773
100450,0.00506578
100466,0.0021786753
100483,0.0049075987
100484,0.002710254
100494,0.014210718
100510,0.01968336
100512,0.001385317
100517,0.0040065926
100548,0.004230555
100551,0.004484792
100552,0.0054401443
100553,0.0016369318
100561,0.007446892
100568,0.0993452
100569,0.003943743
100591,0.0046324306
100592,0.0025892535
100602,0.008431375
100607,0.0048691756
100613,0.005780252
100617,0.026985427
100618,0.0076603345
100622,0.004032311
100625,0.015821777
100677,0.026556252
100699,0.0026147992
100702,0.06264896
100711,0.009502829
100729,0.013879844
100740,0.04888914
100744,0.018943286
100745,0.0040222663
100747,0.008275585
100751,0.05431264
100752,0.0044116294
100753,0.028152028
100754,0.018935835
100760,0.0039880164
100762,0.0088985525
100763,0.0051076896
100765,0.0013959894
100770,0.0064261993
100772,0.0016259738
100777,0.005067655
100791,0.0024102437
100792,0.0010332848
100797,0.0036679597
100823,0.0023449278
100826,0.0031842631
100830,0.0033336321
100836,0.040090267
100872,0.018283162
100910,0.005432137
100913,0.01934217
100918,0.0050347256
100931,0.0012162003
100952,0.005606093
100953,0.00440177
100965,0.040171344
100970,0.0035078425
100982,0.019295324
100983,0.04113008
100984,0.0027364632
100987,0.004934671
100997,0.011361104
100998,0.025174791
101002,0.003918304
101005,0.02236044
101008,0.04065614
101020,0.0063251145
101021,0.0046788724
101024,0.00800705
101025,0.010992178
101026,0.006331631
101031,0.0017392857
101041,0.002723678
101051,0.002118532
101055,0.008925031
101056,0.03451808
101057,0.006008563
101064,0.005184912
101079,0.010319894
101087,0.0036328011
101090,0.0048241075
101092,0.015139393
101097,0.014973788
101099,0.0013046316
101107,0.015056589
101118,0.009072327
101125,0.010730611
101126,0.0018433207
101128,0.001393511
101136,0.012176231
101140,0.019729432
101149,0.026409857
101160,0.009340889
101169,0.016601779
101181,0.0038232722
101186,0.0024738666
101190,0.010818964
101193,0.007145414
101194,0.038751043
101198,0.018044708
101200,0.0027215444
101204,0.0030301204
101211,0.0076597435
101213,0.012747841
101223,0.0031810815
101225,0.010144934
101237,0.01450193
101243,0.011644299
101244,0.012935077
101258,0.003960306
101259,0.02577776
101268,0.013581843
101269,0.0017296153
101271,0.011411381
101279,0.0042339773
101281,0.015702028
101287,0.0019612517
101292,0.0046097036
101294,0.0033894305
101296,0.013168523
101297,0.0035131022
101299,0.0036839058
101301,0.008580207
101305,0.010209425
101308,0.012768501
101318,0.0015728088
101327,0.026237605
101329,0.0014523178
101332,0.004237658
101337,0.0074334904
101343,0.0023974834
101345,0.002048706
101346,0.0023089063
101353,0.0022279338
101354,0.010108087
101355,0.02679747
101356,0.0022847916
101362,0.0044397996
101363,0.03629129
101365,0.0016228503
101366,0.021896519
101367,0.01178507
101368,0.00093663257
101374,0.0114830015
101380,0.0025232586
101383,0.0024152007
101398,0.0027046697
101399,0.045326233
101401,0.02784889
101412,0.011788464
101426,0.003579515
101427,0.048945546
101428,0.019209506
101429,0.014637759
101434,0.0073380945
101440,0.008570672
101448,0.00757199
101449,0.0033693542
101465,0.006561532
101467,0.0023491716
101472,0.005824194
101478,0.010205476
101497,0.0056212945
101504,0.010986736
101547,0.0033335988
101548,0.010783855
101555,0.016065454
101570,0.0022810085
101572,0.009661206
101578,0.0050653014
101580,0.036825866
101588,0.019373845
101602,0.0035768442
101610,0.017759416
101614,0.0054827626
101616,0.004688231
101643,0.010702771
101644,0.00296428
101649,0.0054740957
101650,0.007872936
101665,0.00088411424
101667,0.010953619
101669,0.005505913
101674,0.013399171
101675,0.0026135587
101678,0.022061663
101682,0.006065126
101686,0.0057041813
101697,0.013020931
101700,0.07024623
101711,0.0024070493
101714,0.004216665
101715,0.055185016
101728,0.005478363
101732,0.0059798933
101757,0.028974477
101758,0.0024519782
101759,0.009045031
101762,0.0018532977
101764,0.009047545
101780,0.05087274
101784,0.00077602605
101789,0.0015655474
101816,0.01262313
101819,0.0021920237
101827,0.00125476
101863,0.008417649
101867,0.003563281
101870,0.0018505659
101873,0.02488418
101878,0.013079036
101879,0.0049917055
101880,0.0016304238
101887,0.0032888611
101897,0.003621818
101901,0.015975246
101903,0.024941536
101920,0.0009866529
101921,0.0060845544
101922,0.004011175
101961,0.01277025
101962,0.0034921598
101971,0.0020804508
101976,0.033868548
102002,0.00965034
102005,0.005790595
102007,0.04522494
102017,0.002445481
102019,0.022899104
102029,0.0012326473
102051,0.015154459
102052,0.0007131831
102054,0.0019067154
102062,0.0058042654
102067,0.01021371
102068,0.0067647803
102070,0.0035547884
102090,0.012020934
102092,0.007989945
102099,0.0076878914
102100,0.004894643
102112,0.01140059
102113,0.0034034404
102122,0.012949117
102123,0.007907075
102125,0.006427296
102126,0.021142622
102146,0.010223413
102147,0.008253246
102151,0.0046627386
102158,0.022582749
102159,0.004639225
102162,0.008314972
102165,0.0037152134
102166,0.002241349
102174,0.0021794103
102193,0.019419761
102198,0.0032530478
102205,0.007555421
102206,0.0014388134
102218,0.0029004219
102221,0.0037131188
102230,0.004220066
102238,0.0063083777
102248,0.0042123464
102252,0.03752718
102259,0.007848022
102262,0.015959203
102273,0.0048484434
102286,0.011255227
102293,0.0031138835
102294,0.007301793
102296,0.0029070058
102298,0.006283009
102303,0.00373711
102309,0.006644558
102315,0.0034608045
102340,0.0020695687
102342,0.006807038
102344,0.0060970364
102346,0.010734545
102347,0.0018317525
102374,0.0055368105
102380,0.0016716977
102387,0.0036235787
102393,0.004185695
102403,0.001530058
102413,0.0018897948
102414,0.0011433172
102415,0.0031878476
102416,0.013279079
102439,0.0057440693
102441,0.0029707614
102443,0.0009906858
102444,0.016911909
102445,0.017987873
102448,0.0035334642
102449,0.004497415
102450,0.016433448
102456,0.004459376
102458,0.015891597
102459,0.0036434
102465,0.0017481976
102470,0.03014934
102471,0.0082549825
102475,0.0061418666
102476,0.012876857
102506,0.0035080127
102509,0.0033936645
102519,0.002696121
102522,0.002773358
102545,0.0038947617
102549,0.0039347024
102562,0.002040979
102563,0.0015625353
102568,0.013306784
102582,0.008875083
102592,0.002166137
102597,0.026430035
102605,0.0021615
102614,0.0012796652
102617,0.014271479
102634,0.014272666
102652,0.0011884883
102655,0.0005487036
102671,0.013975345
102694,0.030493487
102701,0.006234585
102703,0.0028433301
102704,0.001053205
102713,0.0015644007
102720,0.019661129
102731,0.0046223826
102733,0.004139372
102749,0.0021842623
102755,0.0035343845
102763,0.002709344
102770,0.0055868244
102772,0.00640464
102799,0.049084887
102838,0.0020115708
102854,0.0025654987
102862,0.010425095
102863,0.003055357
102867,0.0012402318
102868,0.001164393
102878,0.010884017
102887,0.0043124454
102898,0.03509058
102904,0.013061377
102912,0.0033162138
102919,0.0031049985
102927,0.009395754
102932,0.0033104566
102933,0.008205661
102935,0.0024903375
102958,0.010342072
102969,0.026102131
102971,0.005043715
102975,0.007390638
102979,0.0065116812
102982,0.0017922403
102987,0.0121989995
102989,0.006153724
102995,0.0074606254
102996,0.0025136948
103000,0.007224428
103001,0.0075200703
103004,0.006098331
103010,0.001705418
103025,0.026956651
103029,0.004235942
103046,0.009801187
103056,0.006453799
103062,0.012355433
103078,0.002305282
103083,0.0012202244
103092,0.003173238
103096,0.006798855
103097,0.019451803
103102,0.022706734
103112,0.0031269332
103132,0.0050786105
103144,0.009739162
103145,0.013816881
103146,0.0016892914
103147,0.005250041
103158,0.0016455152
103171,0.009037016
103173,0.0028674873
103184,0.0040592854
103195,0.022823822
103196,0.0053014345
103206,0.0041372892
103230,0.01846449
103231,0.01231293
103232,0.0046314145
103239,0.016752541
103240,0.013487714
103243,0.0033886817
103252,0.0063926717
103258,0.0025263834
103259,0.018295953
103279,0.0031699892
103280,0.0007240608
103286,0.0012000764
103287,0.0612418
103290,0.0024447017
103298,0.002833788
103315,0.0014659152
103319,0.0049412292
103334,0.008606034
103336,0.0082972115
103345,0.0030985095
103368,0.0022534635
103371,0.017054092
103377,0.005155701
103398,0.0015075326
103404,0.007058152
103408,0.026724942
103410,0.013726534
103418,0.006000131
103420,0.022573026
103432,0.005679567
103433,0.0023195834
103436,0.0022368226
103440,0.0030865418
103453,0.008852202
103459,0.0036168194
103460,0.004423776
103461,0.0022723058
103462,0.006153415
103473,0.011139406
103474,0.002664238
103475,0.022463841
103478,0.03168976
103480,0.014752672
103484,0.0024462466
103494,0.0188662
103513,0.0067027234
103515,0.0081368955
103516,0.025193721
103525,0.01451983
103541,0.04446964
103544,0.0011438847
103562,0.049272515
103570,0.061447397
103572,0.016454086
103574,0.0042340797
103575,0.005392963
103591,0.008786286
103594,0.005694519
103609,0.007299906
103613,0.00434151
103614,0.0028811782
103615,0.00460966
103624,0.004662971
103625,0.01324906
103628,0.035363723
103629,0.004131217
103647,0.005554709
103648,0.00595771
103651,0.0041808835
103658,0.0017211868
103668,0.0035014348
103669,0.0017071433
103676,0.0039727604
103682,0.014167344
103683,0.005444442
103689,0.0014791455
103725,0.0033541082
103733,0.011217683
103744,0.0020516512
103762,0.0062501435
103771,0.023894407
103773,0.0012245943
103783,0.0028127318
103784,0.00206374
103808,0.00125751
103812,0.0102880625
103813,0.025476767
103814,0.008412095
103818,0.039340064
103824,0.0020647214
103828,0.001242992
103830,0.05511883
103840,0.002029364
103842,0.009255163
103847,0.029599516
103848,0.006953242
103851,0.002173674
103854,0.01599871
103857,0.018439256
103861,0.0016634555
103862,0.007561305
103865,0.007310297
103870,0.0019683554
103876,0.0030331512
103891,0.049481038
103908,0.011003727
103914,0.014471052
103918,0.007651299
103940,0.001989077
103963,0.008594095
103966,0.007978098
103971,0.015064101
103980,0.016221376
103984,0.007235442
103985,0.0041632047
103998,0.029380206
104019,0.0021610528
104026,0.0032681902
104035,0.01464082
104044,0.0045374343
104045,0.006399994
104047,0.04684183
104051,0.0028481025
104058,0.008593209
104063,0.0016594873
104066,0.016481224
104087,0.0032026751
104089,0.005327501
104095,0.0064259497
104098,0.009728898
104104,0.0046847034
104110,0.020211363
104120,0.010607857
104122,0.00249626
104131,0.0021251857
104132,0.01015511
104135,0.00461305
104136,0.003251672
104149,0.015001235
104150,0.00855725
104156,0.06443652
104165,0.013405255
104175,0.002060245
104179,0.008452319
104184,0.022718059
104206,0.0047110477
104216,0.06080171
104230,0.036869545
104257,0.005510667
104272,0.004024712
104273,0.008517643
104278,0.0031016131
104294,0.029264612
104295,0.002344215
104297,0.0052688858
104298,0.010600628
104308,0.0038828643
104318,0.0034958739
104319,0.010927634
104320,0.011232649
104327,0.01259256
104334,0.0053233355
104344,0.0033903262
104350,0.0052984483
104351,0.020639502
104354,0.002231251
104369,0.011236632
104376,0.010143143
104381,0.0037178847
104384,0.006704562
104391,0.0018633637
104394,0.0048607606
104398,0.033095505
104402,0.0011178773
104408,0.0096860025
104409,0.0026598144
104410,0.053512268
104412,0.008082418
104417,0.014323654
104424,0.009460742
104426,0.004058252
104435,0.005718823
104445,0.0049575693
104458,0.0017910345
104460,0.0039686565
104466,0.002406454
104472,0.0067334636
104473,0.0049304445
104479,0.001312887
104480,0.0028135465
104482,0.006458736
104499,0.0018094374
104501,0.0014144226
104502,0.0014559805
104506,0.017221943
104510,0.0010341721
104512,0.0068942397
104520,0.01800804
104528,0.0063420734
104529,0.0014828679
104541,0.0056266435
104578,0.002730498
104584,0.0072725965
104588,0.0048838155
104602,0.021470312
104610,0.0017566434
104611,0.021055602
104618,0.008809189
104620,0.006856481
104622,0.0035416721
104624,0.003802023
104625,0.029332297
104634,0.010367227
104639,0.007495777
104646,0.005543865
104647,0.006733945
104652,0.0039656213
104670,0.022146769
104677,0.0024212962
104685,0.020818152
104691,0.004516796
104696,0.007612758
104699,0.0019053374
104712,0.008186183
104714,0.004234584
104717,0.006190734
104718,0.0033146634
104740,0.0061638225
104741,0.004251824
104743,0.0006308685
104744,0.0023864827
104747,0.004890239
104767,0.0063580736
104772,0.02540544
104776,0.036569744
104779,0.0016413062
104814,0.0031785094
104815,0.0038181196
104830,0.0059241685
104831,0.0055145277
104833,0.0063383062
104839,0.0043228758
104840,0.0033732827
104860,0.008243271
104861,0.004688487
104866,0.005337906
104870,0.0025442396
104877,0.009919612
104878,0.0018487851
104879,0.0035827802
104880,0.0057837605
104899,0.007449424
104906,0.0039247693
104907,0.013146673
104913,0.017447518
104916,0.0041749696
104921,0.010599303
104930,0.005066482
104931,0.048655167
104936,0.0018633442
104937,0.004489369
104942,0.002468111
104943,0.006110444
104969,0.009238523
104972,0.044425987
104988,0.0042934967
105013,0.004741967
105015,0.0025609792
105019,0.005387002
105027,0.005008008
105030,0.010531844
105035,0.02563724
105041,0.001735911
105051,0.01501496
105056,0.004394201
105067,0.0726935
105071,0.0041598845
105072,0.001656205
105074,0.010874221
105091,0.0048475876
105101,0.0058165696
105103,0.0029447693
105134,0.005959484
105139,0.002447402
105142,0.012323877
105146,0.003185553
